danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_title,popularity_scores,genre
0.508,0.946,5,-4.695,0,0.0816,0.00124,2.87e-06,0.195,0.627,150.09,6Qi4IgeruvT9VR2kFYGIjP,248373,4,Beat in Angel,29,anime cv
0.638,0.93,4,-3.889,0,0.063,0.0168,0.0,0.0491,0.81,131.967,43hbz0cGp1SbGyC7YjYXCK,219853,4,soldier game,20,anime cv
0.588,0.866,5,-3.86,0,0.0566,0.0208,0.000193,0.342,0.645,87.929,74ZhWPdUHlVjFmXFD2JOVv,303973,4,Simple And Clean,38,anime
0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,6IO5nn84TKArsi3cjpIqaD,242067,4,Mela!,71,j-pop
0.581,0.847,3,-4.675,0,0.0399,0.0083,0.0,0.913,0.6,112.004,6hqv2LYDrTLZD7CJyex547,241600,4,ラピスラズリ -RE BLUE LIVE ver.-,13,anime
0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,39HrUxcvKF3jtLz7fUDWXc,257293,4,First Love,65,anime
0.401,0.978,7,-1.875,1,0.147,0.0578,1.87e-06,0.331,0.446,190.083,6vRkYTrWDzzVrZTqBJFR0u,282627,4,Catch the Moment,57,anime
0.627,0.884,7,-4.619,1,0.0484,0.0116,0.0,0.103,0.456,130.061,7JPAO45DZOmN2bciVaBia5,312827,4,世界は恋に落ちている,57,anime
0.496,0.462,6,-6.189,1,0.0307,0.245,0.0,0.282,0.514,167.936,7dEfa89dZfo6CQPdsgGCF6,344053,4,Nandemonaiya - movie ver.,62,j-pop
0.634,0.506,11,-5.882,1,0.0316,0.729,1.11e-06,0.12,0.244,124.003,1HNvADmPBGAExeyIHkcJtd,410213,4,Sparkle - Original Version,54,j-pop
0.641,0.221,0,-12.975,1,0.0321,0.814,0.0,0.171,0.494,146.115,7wqRwMM2jzfXL1008IiqLL,218630,4,emulation (mode:hoshimiya toto),24,japanese vtuber
0.708,0.667,5,-4.405,0,0.0352,0.503,0.0,0.171,0.518,109.967,1ttY62k0xoJFqyMsCkWtYH,282027,4,会いたくて 会いたくて,49,j-idol
0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946,60jFaQV7Z4boGC4ob5B5c6,212987,4,TT,67,k-pop
0.683,0.665,6,-8.146,0,0.0634,0.321,0.0031,0.0975,0.378,123.973,3L6heBccmAvtNbOMxVxEPD,287787,4,Everything Needs Love - feat. BoA (RE-NEW JP),28,japanese jazztronica
0.696,0.851,10,-5.265,1,0.198,0.133,0.0,0.285,0.715,131.946,55KHoVQ7BKsC3quIlZ5rMO,353493,4,DISTANCE - m-flo remix,40,anime
0.621,0.893,2,-4.366,1,0.0711,0.0424,0.0,0.37,0.763,131.965,3aGJrn8GAzNxViP9F5YPUY,315928,4,LIFE,36,j-pop
0.718,0.803,6,-4.983,1,0.0318,0.182,1.85e-06,0.111,0.889,110.009,4AElkruOc9gECdltSuV3JN,227625,4,小喋日和,60,anime
0.823,0.764,11,-6.349,0,0.127,0.189,0.000409,0.0864,0.635,120.067,6H89KePGefDi0zHhqScGS1,184298,4,MAI TAI,32,
0.666,0.786,6,-5.156,0,0.419,0.0715,0.0,0.649,0.441,115.031,0C89AV0pnZHkGIpKcgew0D,179531,4,Forget Your Name,40,chill r&b
0.755,0.692,3,-6.035,0,0.0561,0.0287,0.000109,0.0393,0.942,127.955,6VjFcxgt8gF8aB21Y4yR6C,178076,4,Look into My Eyes,18,
0.382,0.423,2,-9.766,1,0.0301,0.78,0.234,0.119,0.141,136.814,7nXh7dFZxh8ZXrP2ejH1nP,321462,4,Mothers,24,art pop
0.731,0.813,2,-4.071,1,0.0336,0.00597,3.45e-05,0.0779,0.845,122.968,1OEIsjH8IxGMxu8AZEZKCe,203646,4,Fake Nice,37,alt z
0.436,0.855,7,-6.487,1,0.05,0.165,0.0,0.38,0.659,180.045,1zvIlUcyTjvnC8TPC0OhA5,241003,4,たゆたえ、七色,27,anime
0.478,0.88,5,-3.097,0,0.0739,0.0213,0.0,0.24,0.707,158.356,3wQnyXNFXNUEOBt1pb4urq,210987,4,I Need U,69,k-pop
0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,45S5WTQEGOB1VHr1Q4FuPl,208907,4,Golden,81,pop
0.766,0.547,5,-7.605,1,0.0561,0.389,1.13e-05,0.0919,0.35,103.898,66YywMJbAgzQrGkFKjnSsK,154387,4,Ok Love You Bye,62,indie soul
0.719,0.461,8,-8.191,1,0.0454,0.279,0.0,0.0875,0.548,123.915,6FtIK0IkmG33lKbc1pyAlZ,209200,4,AMAZING,75,bedroom pop
0.519,0.843,11,-6.508,1,0.0431,0.214,0.000446,0.21,0.592,84.997,7eSWgAlmLPXbGxgH3RNoWh,265759,4,We Stayed Up All Night,53,electronica
0.552,0.828,2,-5.811,1,0.0305,0.0006,0.363,0.115,0.709,107.031,2QSrwZ7iVknZgkfi4aD6cn,247280,4,Saltwater,57,modern dream pop
0.657,0.623,0,-7.475,1,0.0649,0.767,0.00928,0.0971,0.435,175.904,1U7wmkMHAtfx7aBlg0pwab,217869,4,Swim You,14,k-indie
0.737,0.929,5,-3.336,1,0.0335,0.033,0.000423,0.067,0.592,125.07,3UVrd41wMv9ERbwE3IC87l,214067,4,Sugarless Kiss,29,anime
0.551,0.522,3,-5.39,1,0.0303,0.564,0.0,0.0543,0.251,94.96,476JBi0dalg0nFxQpXJPpV,254195,4,Bad Friend - Dream Wife Remix,20,art pop
0.749,0.923,1,-1.014,0,0.0277,0.292,0.0,0.111,0.727,99.975,2BQIMF7CyLe2xAKzh74A4C,202200,4,Gee,49,k-pop
0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,3c0CJ0DBgsGZ7I79lyx02Z,215080,4,Like Ooh-Ahh,65,k-pop
0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,2KukL7UlQ8TdvpaA7bY3ZJ,278282,4,BREAK MY SOUL,79,dance pop
0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,1z6WtY7X4HQJvzxC4UgkSf,267413,4,Love On Top,74,dance pop
0.649,0.802,2,-7.947,1,0.028,0.0382,0.0,0.252,0.819,111.979,34RdcQ0rkkbdjbx7ks6BJF,369387,4,キミの記憶,45,japanese vgm
0.452,0.871,2,-4.156,1,0.0515,0.00168,0.0723,0.367,0.591,131.959,3wQn0eXMsuXVsnFZhlr2F0,279253,4,Last Dance,27,alternative dance
0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,7hDVYcQq6MxkdJGweuCtl9,200379,4,ocean eyes,79,art pop
0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,2FiSTH0GYpIioUgjfzMIja,239465,4,Stay (feat. Maty Noyes),61,edm
0.466,0.897,9,-2.989,1,0.0403,0.000206,0.253,0.351,0.802,159.988,722KsbM8nAmtP9quY41MO1,197040,4,想いきり,53,j-pop
0.538,0.817,6,-4.889,1,0.054,0.132,0.385,0.0536,0.372,87.026,3WMR3KMmaFKSTg14meRzPM,291533,4,屍を越えてゆけ,43,japanese alternative rock
0.53,0.444,6,-10.117,0,0.0265,0.206,9.06e-05,0.122,0.393,95.998,6iYviuPP4jUS4yYHwvDySf,262187,4,Good Night,37,anime
0.399,0.861,6,-4.128,1,0.0553,0.0936,0.000853,0.0717,0.694,177.917,3JbFDLcCrHDCjAvctgOUFj,247333,4,ベッドルームの夢 - New Recording,27,japanese alternative rock
0.518,0.792,9,-3.915,1,0.0349,0.00477,1.85e-05,0.296,0.202,122.042,6VRfsebyIwzt9otSvcuV87,215814,4,Catch Me In The Air,49,art pop
0.875,0.434,0,-7.683,1,0.091,0.242,0.00147,0.233,0.776,120.067,6wwrYruEgWlowPDZMq5116,309720,4,Blow,54,dance pop
0.538,0.974,1,-3.678,1,0.0507,0.163,0.0,0.314,0.849,166.991,4gntxEdKoYiUkyaijQltZH,237126,4,I SAY YES (ゼロの使い魔),31,
0.638,0.879,6,-6.534,0,0.0425,0.0697,0.0,0.414,0.778,101.999,21ixeD8mGouF993kgb4MER,210467,4,S Club Party,55,bubblegum dance
0.586,0.851,2,-4.287,1,0.0302,0.00078,0.000608,0.106,0.435,112.062,77vUGvFLe3au334u9yBsGC,213053,4,Set it on Fire,50,new jersey indie
0.682,0.766,10,-4.638,0,0.206,0.0874,0.0,0.115,0.241,131.957,5POTnKuAUJENGLGJ04WDmK,187473,4,Juggernaut,52,epicore
0.49,0.738,3,-7.399,0,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966,7mykoq6R3BArsSpNDjFQTm,246653,4,I Really Want to Stay at Your House,84,
0.323,0.301,5,-13.564,0,0.0344,0.442,0.00131,0.164,0.276,126.221,5cgacDGTfR9sm4W03syTyX,271697,4,Blood Upon the Snow,66,irish singer-songwriter
0.765,0.572,11,-6.153,0,0.128,0.226,0.0,0.192,0.475,140.013,5OzgCc3gQsqchX95k1C1Qa,110938,4,Spinnin,78,pop rap
0.598,0.705,11,-5.462,1,0.0333,0.0826,1.8e-05,0.133,0.104,95.018,2lz3zjQ5QCVXiyOzIk02vW,212927,4,Die For You,73,video game music
0.477,0.721,1,-5.458,1,0.0691,0.0388,1.05e-06,0.0638,0.231,173.92,6yK2AGL6oamq6FP8iqmOBw,226207,4,Fire To The Fuse,70,speedrun
0.442,0.887,4,-5.943,0,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,46gSk82duJtX3TTA182ruG,218080,4,This fffire - New Version,74,alternative rock
0.388,0.598,6,-6.467,1,0.0317,0.00149,0.0213,0.06,0.0605,132.115,4RWMUN7m78hYp4nvXVCxzJ,257406,4,Dreams,51,bitpop
0.483,0.632,2,-5.624,1,0.0351,0.0419,0.000622,0.422,0.363,146.936,3H8h60jhdQNu5s9HHTLdFr,228125,4,IT HURTS!,49,edm
0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,2LKOHdMsL0K9KwcPRlJK2v,259147,4,After Dark,85,weirdcore
0.703,0.834,1,-5.134,1,0.0602,0.0139,0.0,0.1,0.863,153.968,2k2RPHMeyercU9PauiKNbU,178080,4,Dynasties and Dystopia (from the series Arcane League of Legends),64,dark trap
0.61,0.663,11,-6.126,0,0.0674,0.0496,0.0,0.109,0.328,90.093,2TRtAPADsGBBXaEmXEh7dt,151846,4,Playground (from the series Arcane League of Legends) - Baby Tate Remix,49,alternative r&b
0.417,0.502,0,-10.996,0,0.0377,0.768,0.759,0.081,0.182,140.091,3rkB29gfzjboamcQNo5tSS,237539,4,Between (feat. Eli Teplin),53,dubstep
0.516,0.789,0,-3.678,1,0.163,0.000522,0.00206,0.289,0.266,99.998,02rlJHfeHfAe7ozTFnDbGi,206777,4,Fire Again,68,video game music
0.73,0.645,2,-6.506,0,0.348,0.587,0.0,0.0937,0.772,128.519,0z3YYobsavHguLTgqg5GC1,176931,4,Picture in my mind,67,
0.348,0.95,10,-5.049,0,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,0MnTkIEP4zZN1IUSu8MvIz,166859,4,Tek It - Sped Up,81,brooklyn indie
0.545,0.816,5,-4.688,0,0.0652,0.0205,0.897,0.104,0.194,172.021,5dDHmJULJfgacnHLwK68xe,321480,4,Horizon,47,brostep
0.588,0.872,7,-7.133,1,0.0892,0.000591,0.649,0.12,0.119,127.996,0V0FJBR8xhhMuirhRY15we,232500,4,PACMAN,53,big room
0.786,0.37,6,-16.84,0,0.0695,0.768,0.373,0.139,0.18,101.966,71qKWIBggc7poNXclWN53M,123187,4,I'll Bite Your Soul,69,lo-fi chill
0.352,0.871,7,-3.696,0,0.0768,0.00047,0.000764,0.238,0.0717,146.014,6AkEP2vEcpTRn2ilHVPNsa,342008,4,Every Time (feat. So Below),53,dubstep
0.732,0.777,0,-5.253,1,0.111,0.00202,0.667,0.268,0.536,160.061,7DRDufzLV8vbLRPdkJIqWq,160500,4,All Eyes On Me,58,video game music
0.344,0.699,4,-8.881,0,0.107,0.191,0.0139,0.278,0.243,139.966,6zke4l646FheM5JlIdu4T8,258299,4,I Believe,46,bass trap
0.54,0.635,1,-10.071,1,0.0519,0.00166,0.788,0.209,0.126,119.995,5X4ojuZG2mZ68EcLyBQ1D3,104120,4,"Derezzed - From ""TRON: Legacy""/Score",55,electro
0.691,0.747,10,-2.851,0,0.338,0.00812,0.0,0.0674,0.816,160.137,6qONYDmRz1s7Msz0yVDHMB,150907,4,Set It Off,59,speedrun
0.703,0.846,5,-5.569,1,0.0567,0.0654,0.00056,0.128,0.585,110.011,3seNgTXZyWtj5wfXCEjX35,171520,4,Tell Me When,54,trap soul
0.528,0.732,2,-9.492,1,0.0504,0.0319,0.868,0.109,0.0324,199.978,6H3uEl6cwtz6w8w1vTbAxE,292525,4,Hypnocurrency,60,canadian electronic
0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,2g6tReTlM2Akp41g0HaeXN,239027,4,Die Hard,80,conscious hip hop
0.46,0.758,7,-6.889,1,0.261,0.0437,0.0151,0.262,0.35,137.475,0I76L501ikFhgsmTEUNzZC,212936,4,Trip To Mars,46,aussietronica
0.487,0.852,0,-4.002,1,0.0596,0.054,0.0,0.111,0.191,157.934,1nxolqTzRn39brCPRk5f8v,187000,4,Wouldn’t Change A Thing,54,edm
0.388,0.855,4,-4.229,0,0.0644,0.0181,8.11e-05,0.137,0.32,80.121,7kUljt0NM5sISL3OGNVxYd,223520,4,Royalty,77,bass trap
0.708,0.98,6,-3.122,1,0.251,0.118,0.0,0.614,0.585,96.879,7tQpKKS4Jis0pCotemeLdz,124974,4,Tetris,56,conscious hip hop
0.618,0.643,11,-5.194,0,0.0329,0.00154,1.38e-06,0.158,0.453,140.017,7ucAyhKPjKsLrP14q4mcyo,208901,4,Blank,61,gaming edm
0.563,0.8,5,-4.053,1,0.0565,0.0136,1.05e-06,0.175,0.211,124.171,3dKd0adfI8l6tKfoLsuaJ1,180924,3,COMPLICATED (feat. aldn & 8485),48,edm
0.624,0.661,7,-5.388,0,0.168,0.018,0.0281,0.159,0.601,94.009,5b7gKOgD33l2iGFgoiVF1I,210028,4,WICKED,53,
0.711,0.48,8,-10.216,0,0.0419,0.544,0.000405,0.207,0.401,119.925,3YOPBDerQJorMfLrORcbsY,160737,4,LOVE AND WAR,54,alt z
0.715,0.862,4,-8.182,0,0.0632,0.0108,0.788,0.128,0.152,124.0,7DDIVNWlbGJpQjVDDg8rXR,217258,4,Eternity (feat. Lena Leon),58,bass house
0.745,0.98,2,-2.639,1,0.105,0.0397,0.303,0.337,0.733,135.1,0VUiaSYJJgUF0JvweD6Mr9,199111,4,PEW PEW,55,brostep
0.817,0.859,10,-6.061,0,0.0974,0.209,2.25e-06,0.0975,0.678,130.964,4O1UcKLwZ92kxNTn3u0voN,154893,4,Mine,68,aesthetic rap
0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968,6TodWdTSDfzwgYynTZSvJn,280842,4,Midsummer Madness,69,asian american hip hop
0.61,0.661,11,-6.801,1,0.0334,0.093,2.14e-05,0.11,0.197,114.894,66TdgLCf9Bic8nBsNv0YuD,204533,4,Unity,63,
0.771,0.704,6,-3.146,0,0.0295,0.0791,0.0608,0.124,0.626,104.009,79qOs49qSotfX46OGByR0M,154038,4,Keep You,57,alt z
0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,38T0tPVZHcPZyhtOcCP7pF,210576,4,STAR WALKIN' (League of Legends Worlds Anthem),89,lgbtq+ hip hop
0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,2WYs5LxOZfEyURXu7V0O1a,141505,5,Stay With Me,78,aesthetic rap
0.851,0.819,7,-5.173,1,0.212,0.337,0.000153,0.0658,0.903,83.154,5unjCay0kUjuej5ebn4nS4,164041,3,Down In Atlanta,78,hip hop
0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,0VO8gYVDSwM1Qdd2GsMoYK,234000,4,Moth To A Flame (with The Weeknd),81,dance pop
0.782,0.476,1,-10.972,1,0.239,0.0942,2.2e-05,0.162,0.27,135.024,6wj7wjtegmkziorQ2tt5Pz,227556,4,Dance Now (feat. Kenny Mason),74,hip hop
0.77,0.58,4,-6.371,1,0.0461,0.0136,0.0,0.111,0.202,115.98,5p29DSBwxS4hStGKr7NCCO,249475,4,KILL CUPID,62,sad rap
0.824,0.613,0,-6.043,1,0.094,0.0158,0.348,0.159,0.511,117.051,0PGAJ37n4O2AslZosr1YGx,84138,4,Disaster,79,drift phonk
0.685,0.76,2,-7.813,1,0.0512,0.0199,0.151,0.0866,0.781,160.035,3HsFSrIsbO54TFDfG66pZm,125812,4,By the Sword,74,dark trap
0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,2cc8Sw1OnCuA5bV8nqWqpE,233386,4,You,74,dance pop
0.586,0.558,9,-4.695,0,0.0309,0.00508,1.98e-06,0.344,0.156,122.918,6HMEmqVeDpIeL5DlgFU9Gx,129024,4,Lovesick,54,electro house
0.597,0.94,6,-3.049,1,0.0325,0.00496,0.916,0.0954,0.585,140.031,1iyXU0LHY9Irw7oohGf7hb,154286,4,Before U,56,brostep
0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,00Blm7zeNqgYLPtW6zg8cj,193507,4,One Right Now (with The Weeknd),78,dfw rap
0.783,0.75,5,-5.762,1,0.078,0.426,0.0,0.241,0.88,97.953,6Jrdb6CFOJEGaHjaa6c4WR,140665,4,IDGAF (with blackbear),72,sad rap
0.82,0.736,1,-7.411,1,0.0542,0.127,0.0,0.408,0.479,119.997,528i4G2yPIJDetyAsndzFw,280000,4,Psychedelic Views (feat. IDK),51,
0.487,0.718,7,-4.066,0,0.0341,0.175,1.14e-06,0.097,0.187,96.024,3rVBHSHxRTYTvSplO6CmZ0,228125,3,RAIN,54,trap soul
0.681,0.738,9,-4.329,1,0.0602,0.0569,2.8e-06,0.0881,0.899,127.383,4QzG0ODSGoXXvhErFRzUhF,214069,4,wide eyed,56,bedroom pop
0.519,0.61,8,-10.808,1,0.0608,0.458,0.151,0.191,0.184,119.919,1Z0N9hxlzZRPAKI5Q33jsq,229213,3,Something Real,52,aussietronica
0.672,0.717,5,-7.476,1,0.226,0.103,0.0,0.398,0.473,157.905,7nc7mlSdWYeFom84zZ8Wr8,180380,4,Tell Em,79,plugg
0.687,0.61,8,-4.713,0,0.0499,0.351,0.0,0.175,0.649,128.15,1elhmWW7Bv0MOQj2gAsyoV,206000,4,Make You Say,72,complextro
0.521,0.892,3,-4.029,1,0.0433,0.0539,0.0,0.117,0.369,96.991,1g7j5AxiNKTGjryhFIlAsA,191124,4,Story Of My Life (feat. Trippie Redd),64,edm
0.416,0.786,2,-1.113,1,0.0463,0.311,0.0,0.117,0.346,80.192,6gfi3T4K9MqNi7yxKnpNaZ,186375,4,Nothing's Perfect,56,brostep
0.888,0.778,9,-3.671,1,0.0945,0.0566,0.0,0.0653,0.774,142.128,0cgy8EueqwMuYzOZrW5vPB,160162,4,C'est La Vie (with bbno$ & Rich Brian),74,minnesota hip hop
0.615,0.886,6,-5.443,0,0.042,0.17,0.0482,0.13,0.0715,124.983,4lKSHi12cKgQlXwkrPHQ6s,215039,4,Wide Awake (feat. Charlie Houston),51,chillwave
0.768,0.781,7,-5.873,1,0.154,0.102,0.0,0.084,0.795,163.984,6bhgpD7OkCATudfKJ50JB6,128811,5,Options (feat. 24kGoldn),62,rap
0.602,0.824,0,-4.087,0,0.0547,0.0867,0.0,0.0947,0.442,125.147,0ITaSRuI0L1RNL7ZNYTTi7,211200,4,U Are My High (with Future),63,dance pop
0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,3CLSHJv5aUROAN2vfOyCOh,132346,4,Close Eyes,83,drift phonk
0.786,0.533,2,-6.443,1,0.109,0.0884,0.0218,0.15,0.703,149.207,7KgyPFCEHf3Mm0CH6nY1yZ,113554,4,Wrath,70,aesthetic rap
0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,0HqZX76SFLDz2aW8aiqi7G,165265,4,Bones,88,modern rock
0.66,0.799,9,-6.934,0,0.0719,0.179,0.000364,0.701,0.148,126.08,10oKSzRcwbZsog2uq2gb4b,240445,4,Escape (feat. Hayla),72,edm
0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,6qyS9qBy0mEk3qYaH8mPss,145000,4,Murder In My Mind,88,drift phonk
0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,7D7e6hm2LiNd6nLuJF6K9Q,122222,4,Hex,80,aesthetic rap
0.725,0.868,2,-2.537,1,0.0364,0.0181,0.359,0.0687,0.0624,117.994,2nCL4jSUB2iLfySrjVTWgj,162712,4,Addicted,57,dark clubbing
0.688,0.725,2,-7.806,1,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,5x4vgABKiGp4Vg7ZyFRxhn,163373,4,Run It (feat. Rick Ross & Rich Brian),68,dance pop
0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,7Fege3yv4dvehB3NdRBGwI,200000,4,Banking On Me,75,atl hip hop
0.597,0.926,6,-3.746,0,0.0553,0.00583,0.608,0.125,0.364,140.045,7tRXTDi87CiAqU5sIBQfIC,250635,4,Behind The Sun,52,chillwave
0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,46M2hXnaQpueG7vSvgVtVH,93894,4,GTG,77,aesthetic rap
0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,5bFuHlXKw66Uu2cHKn5bf8,197389,4,Alive,62,brostep
0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,155.085,4s9eMbBfWUDtBEFHC7sNp7,165779,4,First Time,60,edm
0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,46b23Nj2UftnN8jSWz4VR5,229938,4,Surround Sound (feat. 21 Savage & Baby Tate),77,hip hop
0.523,0.908,6,-5.009,0,0.0799,0.00179,0.00543,0.168,0.328,121.0,6jpOvC9iucgAnJm7vwyXm6,196314,4,Call On Me (with Tove Lo),62,edm
0.486,0.964,9,-3.615,1,0.0548,0.00147,0.0628,0.101,0.177,139.958,71LZ7lwCisTG3H9UXKraTe,202286,4,Color Of Your Soul,55,edm
0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,2WxUIiq06XXPYWl9YcRJnD,98413,4,Our Time,77,melodic rap
0.419,0.725,6,-5.901,0,0.0498,0.0497,9.98e-06,0.342,0.127,74.983,3brpA4wjNrlW1xwqmfm72E,224000,4,I Know,50,edm
0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,5W8HXMOMLtXLz0RGKUtnlZ,257369,4,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",71,piano rock
0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4IlqQhaxrGPxmg35YcXXuS,256000,4,Dancin - Krono Remix,75,chicago house
0.454,0.399,11,-10.26,0,0.301,0.484,6.84e-06,0.11,0.465,79.624,0nSKTKGxSHP0bOaQW5pTHt,222040,4,Simple Man,22,alternative r&b
0.603,0.442,1,-11.671,0,0.0375,0.594,0.651,0.111,0.536,88.001,2ElopavsuSGqBoBclJfQs2,256250,4,NYCBB,38,irish pop
0.568,0.504,10,-6.624,1,0.0402,0.804,0.00836,0.0927,0.298,83.957,7wkYFmBhGwnB5XODsHJO02,231656,4,Green Tea Ice Cream,37,
0.549,0.375,1,-10.213,1,0.119,0.451,0.000146,0.324,0.513,119.877,4rbGIJobQJLUCgKrrsY6mm,180000,3,Magnetic,0,alternative r&b
0.809,0.437,2,-6.833,1,0.0991,0.0943,0.0422,0.0522,0.626,91.941,4jcPICjKkT0vi2nNXQB0nl,217053,4,Talk In The Morning,38,chill r&b
0.453,0.507,2,-10.098,1,0.0519,0.241,0.0107,0.16,0.153,134.023,1vqYqiZA1Su4GgqIO4oVSY,204175,4,Addicted,40,pop
0.691,0.223,6,-13.186,1,0.0586,0.826,0.000367,0.127,0.23,110.022,2PkdcWgKmHUrnNMtLqfK5T,222000,3,here with me,28,chill r&b
0.531,0.648,1,-7.638,1,0.209,0.712,0.000191,0.0973,0.799,86.739,1CYeaVkI5cGod4IGZKM87T,269413,4,Woman,16,alternative r&b
0.661,0.463,1,-11.754,0,0.0474,0.139,0.0,0.0628,0.392,135.945,5x3v1Td2EkrUJfscZdb6zJ,204901,4,Got My Back,45,alternative r&b
0.491,0.499,7,-6.587,0,0.378,0.299,0.037,0.105,0.4,75.759,1fZokiyj7HpqlpCN5YJXWU,266440,4,"Balance (feat. Akemi Fox, Georgie Sweet)",9,alternative r&b
0.665,0.613,10,-3.894,0,0.131,0.167,0.0225,0.125,0.537,72.465,0MHgjnie25zSeVZGwazBxL,201911,4,Flowaz,17,german reggae
0.716,0.538,1,-9.379,0,0.138,0.0609,6.82e-05,0.356,0.373,100.013,6dzznovT67X2o3W7prz5Fw,208320,4,Out Of My Way,26,alternative r&b
0.8,0.443,6,-11.063,0,0.0997,0.0316,0.000759,0.104,0.438,86.829,3lWKg3i3hQ8TEl0nx9t6KG,266020,4,"I Shine, U Shine",40,alternative r&b
0.698,0.335,11,-13.198,0,0.115,0.066,0.00123,0.116,0.395,75.502,7Lsh4dnIqhzk5Z0C9sJxhW,234755,4,Downtown,36,alternative r&b
0.627,0.751,1,-5.109,1,0.107,0.00367,0.013,0.0896,0.522,179.007,0PDLe2n2znCZVVR11Wt7CW,159540,4,You Need it,30,
0.646,0.693,5,-6.118,0,0.342,0.186,1.05e-06,0.19,0.293,91.028,0y1qIO8AyBiYgxczudb6nN,192135,4,Queeen Dem,34,british soul
0.678,0.63,11,-4.712,0,0.367,0.0576,0.0,0.113,0.758,71.596,7LMbVWgxwhTEOm44Zmp8Ty,217032,4,Black And White,44,south african hip hop
0.789,0.499,2,-8.514,1,0.235,0.479,4.91e-06,0.11,0.476,140.128,3euV86x39viux87PuKhgMq,158541,4,High & Dry,24,alternative r&b
0.762,0.527,1,-7.266,0,0.203,0.206,0.0086,0.0963,0.516,77.493,0FhfNle9FovXRL03awCJbe,222269,4,Set Him Up (feat. Ari Lennox),42,pop r&b
0.462,0.397,9,-5.72,1,0.115,0.857,0.0,0.091,0.298,154.955,26S0twBy49X3EhfpMtGuAA,181183,4,Insecure (feat. Pink Sweat$),47,chill r&b
0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,6qBFSepqLCuh5tehehc1bd,260776,3,Like I Want You,77,pop
0.65,0.657,1,-3.397,0,0.0567,0.00936,0.0139,0.368,0.432,144.215,6x51Lq4KaHqB6rHfCpaI5H,191667,4,Teach Me,41,alternative r&b
0.475,0.521,5,-10.43,0,0.149,0.478,0.0,0.0823,0.709,134.689,2zkZLLgRH6nrJYNlYhK47N,213333,4,Time (Remix) [feat. KIRBY],39,alternative r&b
0.713,0.371,5,-13.22,1,0.0498,0.0848,0.00141,0.0822,0.565,159.873,1MBeQV0la3466Kr2tFQfTY,208240,3,Turn Me On (Live From London),27,alternative r&b
0.772,0.61,9,-6.175,0,0.206,0.239,0.000538,0.124,0.747,74.519,0bdNktKwMzf6d4V5BNK1KN,218018,4,Super Bounce,58,alternative r&b
