danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_title,popularity_scores,genre
0.728,0.283,5,-11.252,0,0.0323,0.818,0.000245,0.0905,0.53,105.2,0uyVgmoXDbwS1ubv8AurVZ,171000,4,Para Siempre,65,mariachi
0.44,0.335,9,-12.857,1,0.0328,0.739,0.0,0.292,0.626,94.857,0wuSvq7ZYwAcW2d86hyshh,159667,4,Y...,54,bolero
0.453,0.471,10,-7.425,0,0.0408,0.884,0.00136,0.0576,0.674,139.371,3lgKbnsiz1twr0WJs3ZvNO,236147,3,Coplas de dos tipos de cuidado (remastered),47,bolero
0.6,0.289,0,-10.141,1,0.0313,0.916,0.00389,0.191,0.576,108.637,1mTWvb5uY8R6tU7iCLtiUo,144707,4,Si Nos Dejan,58,mariachi
0.338,0.256,7,-12.727,1,0.0363,0.906,0.00653,0.237,0.35,133.24,1Hh7gEOhoCBG1ob7Aw6biK,150667,5,Entrega Total,57,bolero
0.308,0.187,0,-15.689,1,0.0316,0.312,5.04e-05,0.151,0.497,173.031,3syPKM9ORE0fyb7tucLR58,193707,4,Golondrina De Ojos Negros - Versión Mariachi,40,musica mexicana
0.697,0.472,10,-6.128,1,0.0341,0.342,0.000105,0.104,0.702,124.636,7EGYbyTTEmmdqUu4MV6eHD,188453,4,Un Puño De Tierra,46,mariachi
0.37,0.467,0,-6.983,1,0.0334,0.3,0.0,0.0888,0.811,180.611,5jlWc3WmSTZ73RNmCqCQP3,146834,3,Animas Que No Amanezca,44,bolero
0.474,0.343,10,-11.856,1,0.0375,0.684,0.0,0.59,0.891,134.697,4JBHcA19SAq5EzNgZZOy9O,176520,5,Sin Fortuna,58,mariachi
0.333,0.16,5,-13.601,1,0.0354,0.784,0.126,0.119,0.29,149.336,4WYshCZOAaCGFRcXfJiOEZ,211267,4,Besando La Cruz - Versión Mariachi,51,musica mexicana
0.251,0.308,0,-11.544,0,0.0389,0.866,6.18e-05,0.258,0.287,186.614,6FdA99MiSW1e18f2vEAx27,177013,4,Esclavo y Amo,61,bolero
0.354,0.462,10,-6.383,1,0.0345,0.681,0.0,0.204,0.544,155.135,4nq4Lil6fDpmYwhAdvmcmb,180507,3,No Volvere,35,latin arena pop
0.437,0.522,0,-7.048,1,0.031,0.268,0.0,0.126,0.72,169.366,21Ullb4TU8qMsQd0Iselng,200387,3,Sabes Una Cosa,69,bolero
0.478,0.485,4,-5.489,0,0.0316,0.744,0.0,0.243,0.538,142.108,0ttipGf9tKRBGayR53Zy79,164720,4,Por Una Mujer Bonita,61,latin talent show
0.382,0.42,9,-4.485,1,0.0327,0.594,0.0,0.37,0.672,188.677,46TqQLhJGr8egE0sZKU9I7,163973,4,Una Página Más,42,musica mexicana
0.547,0.0862,9,-20.132,1,0.0482,0.799,0.0,0.148,0.302,82.342,6Y3AwA8UfVSDjeMrdJyjLK,177013,4,Se Me Olvidó Otra Vez,62,cancion melodica
0.343,0.325,5,-7.461,1,0.0313,0.63,0.0,0.375,0.758,176.222,5Po7xN56zj0XD9ZiHNaUOY,188604,3,Nadie Es Eterno,50,mariachi
0.563,0.293,0,-9.323,1,0.0331,0.669,4.41e-05,0.302,0.63,102.961,5sQiPI9krkeb9aAvl7tDyn,172560,4,El Último Beso,62,mariachi
0.609,0.13,7,-17.435,1,0.0334,0.822,1.44e-06,0.108,0.541,106.588,2PKXhSPdSw8W2KqZZneoy6,203573,4,Cien Años,50,
0.416,0.316,7,-11.594,1,0.0303,0.247,4.43e-06,0.203,0.334,139.108,6Giyrsy6YvS27OceT6jm16,233667,4,Asi Te Quiero - Con Mariachi,50,grupera
0.716,0.403,0,-6.325,1,0.0261,0.55,5.74e-06,0.22,0.685,96.163,2okIVxq5V9JDpATsGA3t36,218198,4,Rata De Dos Patas,56,mariachi
0.442,0.315,2,-9.552,1,0.0276,0.235,4.97e-05,0.115,0.536,145.082,4ksk8KrZNs3CWGGicIT7VX,201000,4,Palabras Tristes - Con Mariachi,38,grupera
0.445,0.417,9,-6.926,1,0.0286,0.709,0.0,0.233,0.392,143.993,0k6Kq4hRSgOnLkj4Qyr2IX,212987,4,Amarte A La Antigua,29,mariachi
0.439,0.35,10,-11.088,1,0.0302,0.642,6.4e-05,0.115,0.568,163.113,4tfawx7oL39IUS0GyOlmcP,213733,4,Como Quien Pierde una Estrella,64,latin arena pop
0.571,0.414,4,-6.368,1,0.0306,0.737,0.0,0.0835,0.444,96.767,6FUQUth0pEaO6v8vjHLUpL,221640,4,Ebrio De Amor,40,musica mexicana
0.583,0.352,4,-7.883,1,0.0319,0.547,0.000213,0.325,0.693,149.224,4qDw65LRA3tT1ZDmghkgFA,199720,3,Me Bebí Tu Recuerdo,65,musica popular colombiana
0.544,0.707,7,-3.568,1,0.0305,0.118,0.0,0.506,0.631,146.143,6JEgMLyMEqFTaoQyMg4vhQ,204533,3,Llamarada,62,bolero
0.483,0.271,7,-9.595,1,0.0285,0.154,3.43e-06,0.111,0.52,74.868,3xpcxYUs20mA2qAh0tsx48,201560,4,Desde Hoy - Con Mariachi,39,grupera
0.555,0.261,2,-13.525,0,0.0341,0.618,1.56e-05,0.202,0.474,110.635,1LV1VwcmwEYt7aHYfiPtbv,205400,3,La Mitad Que Me Faltaba,57,latin arena pop
0.86,0.762,4,-4.44,1,0.0529,0.48,1.32e-05,0.0914,0.903,100.179,0SygIagLM5nPX3qWvh53UY,292400,4,Yo No Fui,54,mariachi
0.612,0.395,4,-6.779,1,0.0237,0.646,3.49e-06,0.147,0.524,98.41,6mlw5YDzanWvR80lTbqvlZ,201347,4,Prefiero Partir,40,musica mexicana
0.435,0.356,3,-5.204,1,0.0298,0.674,0.0,0.116,0.427,79.469,4CJRuzNhH2sHoQuI8Kl7Zz,244840,4,Tu Retirada,28,latin arena pop
0.431,0.487,2,-6.254,1,0.0477,0.417,3.5e-06,0.364,0.772,162.049,0L9Qlwkul3bl6jH5W7yx6B,187368,3,Como Tú Decidas,46,banda
0.522,0.258,7,-6.763,1,0.0459,0.201,0.0,0.307,0.63,86.517,1VUtwjXyGamXsqagNtgNP6,180667,4,Besos Y Copas,35,musica mexicana
0.617,0.303,10,-10.473,1,0.0308,0.491,7.6e-06,0.27,0.484,109.344,3X1jRe5E2pndhWYYwpSEzQ,244427,4,Nube Viajera,35,latin arena pop
0.443,0.201,4,-14.603,1,0.0305,0.655,0.0,0.135,0.266,132.104,5hT4Cx4hQrm3cCauIdKceF,245000,4,Mi Forma De Sentir,49,mariachi
0.551,0.272,7,-11.136,1,0.0252,0.219,8.34e-05,0.137,0.548,97.903,73VnO22Ad7K9lJSpUZT9QT,265853,4,Himno A La Humildad,43,grupera
0.512,0.286,2,-11.757,1,0.0664,0.7,0.0,0.0615,0.894,97.724,1o0tPc9qFFFuGK4ka2IkCp,175400,4,La Farsante,63,cancion melodica
0.527,0.224,2,-11.76,1,0.0282,0.573,6.28e-06,0.283,0.314,86.23,60tK9PZkMuCb5Uwv28oIJM,195267,4,No,56,latin arena pop
0.571,0.5,7,-5.178,1,0.028,0.143,0.0,0.303,0.633,125.887,2TOBMDqbtPP6sAQtWc2Br9,189800,4,Échame a Mi La Culpa,66,bolero
0.514,0.382,0,-7.687,1,0.0268,0.658,0.00358,0.218,0.489,88.129,5Ss6PEMm27CQUCotqWLKe6,211773,4,Perdóname,61,latin talent show
0.806,0.29,4,-14.072,1,0.113,0.689,0.0,0.101,0.941,111.575,4fk7Dwmt0AcIWfJ1JOXMcc,159573,4,Esta Noche Voy a Verla,52,cancion melodica
0.792,0.245,4,-8.552,1,0.0529,0.326,0.0,0.0802,0.726,102.001,1SwY9YgXVgRbZM6uzxS4vU,167898,4,Le Hace Falta Un Beso,68,banda
0.715,0.262,0,-12.689,1,0.123,0.406,1.82e-06,0.159,0.546,78.733,3hqlTqu571M1MqRWX6ZX0x,161253,3,Tragos Amargos,60,musica mexicana
0.746,0.37,2,-6.309,1,0.0306,0.456,0.0,0.106,0.595,97.568,3bvJftZKZe5QKz433NczyV,167692,3,No Es Por Acá,82,corrido
0.827,0.693,1,-4.821,0,0.0515,0.445,0.0,0.0561,0.625,122.465,0LPcBW66vudTxR0HcauKNy,328115,4,Los Caminos de la Vida - Spotify Singles,60,corrido
0.639,0.516,0,-4.418,1,0.0296,0.391,0.0,0.259,0.759,94.931,3qx4POjFiODHPwCBjq8IEW,191880,4,Me Extraño,71,bachata
0.497,0.441,8,-4.88,1,0.039,0.564,0.0,0.111,0.789,147.93,2R0XLhQjJWkAz6kOniuyOs,182687,3,Soldado Caído,61,banda
0.649,0.412,2,-4.607,1,0.029,0.511,0.0,0.356,0.371,144.014,5b2PfEfgVeqByce8eNHZdL,224987,4,¿Por Qué Dejaste Que Te Amara?,45,banda
0.616,0.68,0,-4.768,1,0.0467,0.683,0.0,0.153,0.377,96.523,0q2CjjP0hoopNMz2924hey,174627,3,Mía Un Año,60,cancion melodica
0.636,0.882,2,-6.871,1,0.0628,0.0871,0.0059,0.352,0.598,99.769,31lM0PSBRErehtmvB8qfL6,154640,4,Compré Una Cantina,36,musica mexicana
0.534,0.752,0,-6.008,1,0.129,0.163,2.46e-06,0.144,0.788,175.898,2DhbJTNWJ4ChxnMEcY0WAq,217067,4,EL INFIERNO,56,musica mexicana
0.493,0.601,7,-4.346,1,0.0396,0.516,0.0,0.339,0.716,171.891,0zuXHJrWM3tE6Ia7BtGSRU,217803,4,Amigos No,59,banda
0.518,0.64,8,-2.363,1,0.0544,0.688,0.0,0.0742,0.972,200.451,2az4gGedNzT1okirroQfIi,193853,3,Dos Botellas De Mezcal,17,banda
0.915,0.365,8,-7.388,1,0.0469,0.15,0.00021,0.045,0.966,110.038,771uWh7jUoy5UV6VPxsCXK,168640,4,Playa Sola,46,musica mexicana
0.601,0.598,9,-2.054,1,0.0447,0.374,0.0,0.367,0.823,147.933,346bfJqsooK4mXr2SLT3t3,173093,4,2 O 3 Botellas,44,colombian pop
0.493,0.577,0,-4.046,1,0.029,0.527,0.0,0.0776,0.665,91.941,7tQZes87uW1oeGfNDAIjdP,219467,4,Que Solo Estoy Sin Ti,11,
0.645,0.566,2,-3.565,1,0.0263,0.766,1.56e-05,0.0671,0.787,112.152,6pwi2PCfA4ysjmTFKNWMa1,201693,4,Entonces Que Somos,20,banda
0.543,0.402,3,-5.111,1,0.0333,0.768,0.0,0.137,0.875,90.024,1qocPtHyux7hQddLjlIApV,190373,4,Acá Entre Nos,41,banda
0.622,0.465,1,-5.74,1,0.0326,0.563,0.0,0.158,0.569,76.076,4vyg50FAJjpCQEwmJMxlv1,226776,4,Un Nuevo Amor,65,latin arena pop
0.612,0.374,3,-11.993,1,0.0386,0.669,0.000152,0.1,0.974,105.788,5iJNb87XU4xodNITsyR2PR,153107,4,Mi Gusto Es,45,banda
0.566,0.421,10,-3.385,1,0.0257,0.307,5.28e-06,0.09,0.422,143.366,2uHDgDlrL67P9rIWLN7SHU,228080,4,Te Quise Olvidar,38,banda
0.473,0.476,11,-7.42,1,0.0506,0.432,0.0,0.0767,0.432,165.035,1dDBSuFnI8o8kjSPYAfYAq,201013,4,No Me Conoces Aún - Versión Norteña,31,corrido
0.527,0.623,10,-5.014,1,0.064,0.247,0.0,0.453,0.963,134.296,3Tq17cNZ19NxBlNgLPXx7u,214199,4,"Acábame de Matar (Feat. Luis Angel ""El Flaco"")",65,musica mexicana
0.507,0.324,2,-6.44,1,0.0287,0.661,0.0,0.127,0.481,79.969,7y3TuUYfFzF7PgdSz3FplN,210587,4,Mejor Ni Me La Nombren,45,musica mexicana
0.68,0.591,10,-6.216,1,0.0576,0.635,0.0,0.0746,0.975,128.064,0Y7t0yxq86MFEWQ1rTTN89,149987,4,Te Ofrezco Un Corazón,56,banda
0.713,0.343,7,-7.891,1,0.0478,0.776,0.0,0.113,0.673,126.018,00XB6UnshchPDNdCvXzokD,212547,4,Ya No Quiero Andar Contigo,46,banda
0.481,0.555,5,-5.001,1,0.0616,0.545,0.0,0.375,0.748,172.507,49ItgqFP5shdUdK9ggonW0,214293,3,Aunque Ahora Estés Con Él,60,musica mexicana
0.712,0.555,7,-5.387,1,0.0337,0.632,0.0,0.0512,0.927,102.58,6KrKCKqR8fYEMw2F4XNbE8,214244,4,Chalino,66,musica mexicana
0.7,0.813,7,-5.444,1,0.0373,0.204,0.0,0.0608,0.819,145.014,2uAqlWmMNq1CJSezD2b2Fj,231839,3,Te Vas a Arrepentir,56,corrido
0.689,0.663,2,-4.538,1,0.0432,0.378,1.17e-06,0.0994,0.486,143.098,64JzNzcoSZOh3RWeoghVfk,177063,3,Como Lo Hice Yo,73,latin arena pop
0.646,0.478,7,-5.61,0,0.0403,0.698,0.0,0.0885,0.94,153.907,4fYNJdS986IYQWxVoZjY3A,204200,3,Borracho de Amor,69,banda
0.466,0.428,0,-3.755,1,0.0372,0.531,0.0,0.0826,0.861,167.355,0tjGdWNyM1WiDFRwIov2xX,209907,4,Vas A Llorar Por Mí,23,banda
0.554,0.452,7,-6.686,1,0.034,0.653,0.0,0.313,0.957,160.097,62o9c7XFLk9eyBRU83Gjio,198972,3,Te Dije,35,banda
0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,3p6eieHX6oEOzJStPtEsLu,255640,4,Si Te Pudiera Mentir,81,musica mexicana
0.644,0.568,9,-3.077,0,0.038,0.369,0.0,0.151,0.654,81.409,7hbk4BaF66O09R1gq0bKwj,156520,4,No Te Contaron Mal,71,mariachi
0.826,0.67,2,-3.49,1,0.0515,0.638,0.0,0.0558,0.588,115.016,0yyRKwW4pQ11Kiyuk5Pkmf,203795,4,La Pregunta del Millón,52,corrido
0.656,0.507,7,-4.192,1,0.0286,0.538,0.0,0.118,0.823,90.016,2G5kj8gYNAVM4pQ0IBBaGA,189067,4,2 Veces,67,musica mexicana
0.513,0.4,4,-6.457,1,0.0276,0.475,0.0,0.167,0.39,149.8,3ktWblC2HHYMU0Ny2eqplb,192480,4,Te Seguiré Queriendo - Versión Mariachi,29,corrido
0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,1l77YWrGUp3qX3NS1rz7lq,202560,4,El Color de Tus Ojos,74,banda
0.477,0.584,4,-7.837,1,0.0385,0.4,7e-05,0.932,0.651,101.79,1bHfUhyFqo6toBM3YMvG8I,292733,4,Estos Celos - En Vivo,46,mariachi
0.641,0.516,4,-4.944,0,0.0286,0.375,1.79e-06,0.285,0.523,86.968,16DThpmVTU5UfqglnMcYye,142759,4,Aguardiente,65,mariachi
0.544,0.707,7,-3.568,1,0.0305,0.118,0.0,0.506,0.631,146.143,3gy3pz80G5bBYUHyucUOx3,204533,3,Llamarada,49,bolero
0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,798ahLNEcoFER7Vywg1FMT,156267,3,A La Antigüita,79,musica mexicana
0.628,0.689,11,-4.179,1,0.027,0.0307,0.0,0.109,0.37,105.959,6FkIjhuEDMc3mUFZZKxQlE,213221,4,Más Muerto Que Vivo,68,latin arena pop
0.808,0.529,5,-10.719,0,0.0426,0.321,0.00124,0.252,0.967,113.583,1FrXO0TFnw6g0ygHxhiZ3p,203733,4,La Mesa Del Rincón,66,norteno
0.71,0.422,0,-3.764,1,0.0297,0.388,0.0,0.303,0.51,138.206,1ea25iz3zE8aLnbSZ5ZR92,186933,4,Seremos,54,banda
0.719,0.46,8,-5.827,1,0.0332,0.891,7.81e-05,0.081,0.881,108.479,3NLJWd1FgZlgBRukNXxEBd,167515,4,Sentimental,69,banda
0.573,0.424,8,-5.192,1,0.0388,0.433,0.0,0.104,0.749,135.154,3D3W7rDsuJIAtjInwh6Moc,258356,4,Hasta la Miel Amarga (feat. Grupo Firme),70,banda
0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,6HIIuuUIEzH1meVdGbMXyf,189050,3,Ya Supérame (En Vivo),78,musica mexicana
0.409,0.277,0,-10.276,1,0.0421,0.63,0.0,0.173,0.534,80.062,6wwMqdntt3An3mmVSb613i,170107,4,La Diferencia,67,mariachi
0.684,0.414,7,-5.857,1,0.0325,0.565,2.35e-06,0.243,0.892,141.914,1nK0XDR5ZdBfBMfkS5SXRF,181680,3,¿Por Qué Terminamos?,59,banda
0.69,0.703,7,-7.202,1,0.0514,0.0385,0.0,0.109,0.476,131.51,24KGKNglICq4YhNvaZfkA7,169987,4,Contigo No Fue,68,corrido
0.627,0.339,8,-5.065,1,0.0342,0.541,0.0,0.147,0.657,81.426,6nyl8kugrRsjzvpFhvw4hE,152187,4,Es Que Me Gustas - En Vivo,75,banda
0.698,0.54,4,-8.986,1,0.0331,0.315,2.25e-06,0.288,0.969,108.101,5TueyPDnDMPSRdQd7VYooI,203587,4,La Puerta Negra,68,norteno
0.511,0.377,7,-6.581,1,0.0272,0.505,3.41e-06,0.127,0.278,86.374,5EIGTiQSk0WCwwBvvbciJT,198480,4,No,58,latin arena pop
0.542,0.489,8,-7.89,1,0.0573,0.378,0.0,0.123,0.674,125.336,5HpXH64cSBNu26yhw3vK37,163224,3,El Amor De Tu Vida,74,corrido
0.51,0.567,3,-5.015,1,0.102,0.42,7.65e-06,0.528,0.693,142.823,41MpX9Fn5HT57O0VSdV1Ia,274453,4,Pa' Todo El Año - En Vivo,58,musica mexicana
0.747,0.556,0,-5.997,1,0.0302,0.223,4.46e-05,0.132,0.903,119.989,0QRHEmvbFr73h5Fyk33fji,131853,4,Fuiste Mía,64,banda
0.777,0.467,3,-4.605,1,0.0559,0.552,0.0,0.0403,0.969,145.065,6b68vfUlXy2i2dO79z3h5W,187280,3,Y Si Se Quiere Ir,72,banda
0.613,0.694,5,-2.978,1,0.0297,0.36,1.32e-05,0.347,0.92,143.854,1x5Fqllow3ngr5euK3hXSw,188662,3,A Través del Vaso,66,
0.546,0.663,8,-6.968,1,0.1,0.176,1.82e-06,0.674,0.934,145.422,3dkEwOKhFselY2m22Nj2vi,226816,4,El Amor No Fue Pa´ Mí - En Vivo,69,musica mexicana
0.505,0.411,11,-6.904,1,0.0325,0.118,0.0,0.146,0.534,101.69,5DL6BDuqhnQw8HfIvUYkm9,228507,4,Caballero,59,latin arena pop
0.649,0.529,2,-4.895,0,0.0398,0.621,0.0,0.0563,0.964,144.869,1uqjLVaSyTkdDvfGAmXrHo,180120,4,A Través Del Vaso,61,banda
0.681,0.657,8,-3.764,1,0.0401,0.401,0.0,0.0192,0.931,107.89,0oH8ht0Q3XlmuG0n7yE9VB,183480,4,Ya Es Muy Tarde,32,banda
0.643,0.35,4,-5.924,0,0.0783,0.784,0.0,0.102,0.541,118.199,1s59X35jDULAyOGmBuTAnd,240457,1,Yo Ya No Vuelvo Contigo - En Vivo,75,corrido
0.534,0.428,5,-6.089,1,0.0505,0.611,0.0,0.275,0.851,199.708,5U5FPnUdXyxfWnZpLVj9n0,188842,4,¡Salud!,40,
0.867,0.578,3,-6.329,1,0.0334,0.0548,1.48e-06,0.0651,0.84,107.278,6VFimaHK7Mv5GO5NrqGYu1,179507,3,Amor Platónico,72,corrido
0.675,0.735,0,-6.82,1,0.0307,0.112,1.34e-05,0.328,0.523,99.058,3IxbwKm0uWtoHJQ04K1YbA,244253,4,Ni Con Labios Prestados,67,banda
0.548,0.569,7,-5.668,0,0.0365,0.399,1.34e-06,0.0756,0.887,200.025,5R9lPFnoJGppR1MsI7vHxy,209587,4,Cuál Adiós,71,musica mexicana
0.436,0.36,0,-6.322,1,0.0273,0.7,0.0535,0.322,0.565,155.999,47UjuR24Bp3LgCTHNTynXu,260830,4,Me Vas A Extrañar,64,latin talent show
0.701,0.399,2,-9.149,1,0.0329,0.148,5.07e-05,0.0934,0.322,119.995,5hNHkrt2vJaABjgAHOdyQG,196353,4,Blanca Navidad,54,corrido
0.739,0.689,0,-4.859,0,0.0284,0.43,0.00318,0.102,0.4,99.984,7xQrt5TkFBBmlTEPJvXTH8,221888,3,Dias Nublados,75,corridos tumbados
0.602,0.493,3,-7.854,1,0.0262,0.763,1.33e-05,0.175,0.535,139.893,1ld0TsEKmNTl3FptSEu0dI,177535,4,Y Yo Voy,57,corrido
0.76,0.563,6,-9.567,1,0.0397,0.485,1.58e-05,0.287,0.697,130.064,6YjnTgoNTiRKIcSGcFRZwE,216852,4,Dices Que Me Quieres,48,corrido
0.382,0.432,6,-7.763,0,0.0276,0.178,4.85e-06,0.102,0.372,157.989,2JIBylKkq8Fan9Ode61X7D,207827,3,Triste Navidad - Spotify Singles,57,corridos tumbados
0.656,0.33,7,-9.536,1,0.0332,0.525,0.00265,0.104,0.267,130.824,1WQbRS0rx6rA64E74Dl9Hk,196437,4,Mil Horas,44,corrido
0.508,0.6,6,-7.832,0,0.0264,0.361,6.43e-05,0.109,0.528,93.65,4AwlNIyid3oRyNqX61kTKt,226637,3,No Te Quiero Perder,62,corridos tumbados
0.444,0.752,10,-5.765,1,0.0305,0.584,0.00012,0.0844,0.422,169.955,1mUWJgTCug0Fq1vLtdqUjl,191118,3,Solo En Navidad,49,corridos tumbados
0.657,0.399,0,-7.161,1,0.0294,0.392,0.0,0.259,0.04,108.219,49NNSyz1YPHIYmtfNdJ9zT,206000,3,Por Ti - Spotify Singles,50,corridos tumbados
0.555,0.832,11,-3.691,1,0.0412,0.28,0.0,0.0894,0.43,170.124,3qAJAUr7yc9bPDx4ESt6ND,209903,3,HASTA LA MUERTE,76,corrido
0.635,0.285,7,-11.179,1,0.03,0.425,0.0,0.0826,0.476,80.051,4OZCu7pKTrlkFEScQiaBPw,216208,4,Cómo Poder Olvidar - Spotify Singles,50,sad sierreno
0.686,0.615,9,-5.551,1,0.0245,0.365,6.24e-05,0.142,0.57,105.202,6HzREffgQ16b7Rlrr6BY0m,253606,3,Psicodelica,70,corridos tumbados
0.676,0.515,1,-10.394,1,0.0258,0.415,0.000188,0.108,0.445,92.483,0hl0vf7MEJOm4aFUoxluJX,240167,3,Sentimental,43,corridos tumbados
0.377,0.519,5,-9.657,1,0.0507,0.729,0.000314,0.107,0.299,83.831,5yPI7QUoey5bpyGhecujrR,260000,3,Ahora Bailas Con Él,51,corridos tumbados
0.614,0.56,4,-7.68,0,0.0378,0.305,4.99e-06,0.106,0.538,155.293,7KoyXL9zghiNpXkb5iVDyj,287929,3,Jueves 10,72,corridos tumbados
0.618,0.644,8,-10.663,1,0.0296,0.451,0.000105,0.352,0.861,98.721,5kItv0UayV5g4Xs9FMshDR,155125,3,Cuando Tú Me Miras,71,corrido
0.701,0.504,11,-7.321,1,0.0259,0.559,6.66e-05,0.107,0.408,97.46,3jAm5zs7oSKWv5UkrTFYBQ,254769,3,Nuestras metas,61,corrido
0.623,0.287,3,-9.885,1,0.0385,0.711,4.31e-06,0.0663,0.704,137.074,3ewS8DYitFRgZBv9X4f7qZ,227553,3,Que Fue Lo Que Paso,60,corrido
0.379,0.7,4,-6.494,0,0.0367,0.142,0.0,0.0995,0.822,189.733,6Vjznt4fAGn3rFTuP4EJIC,193923,3,Junto A Tí,59,corridos tumbados
0.705,0.305,9,-10.034,1,0.0362,0.806,0.0,0.105,0.319,120.222,6KLCHorfObfTNApurEUdAq,137541,4,La Neta,53,corrido
0.694,0.68,2,-10.271,0,0.0319,0.251,0.000103,0.106,0.516,79.998,4EIORNEyx8Ig5zK636Ghvl,261547,3,La Realidad,53,corridos tumbados
0.606,0.29,2,-9.84,0,0.0378,0.65,0.0,0.0809,0.643,144.583,1bnSKjuPEd8FPACxqA5Mos,182073,3,Préstame Tu Corazón,74,corrido
0.664,0.67,1,-5.246,0,0.0335,0.106,1.1e-06,0.0898,0.588,171.958,2ImJtl2zKUto4nB34YJHBO,190790,3,2 De La,50,corrido
0.75,0.584,5,-5.759,1,0.035,0.359,3.67e-05,0.118,0.505,135.178,0V3vAtJgeOEI58diEdq5by,245808,3,Mi Despedida,57,corrido
0.41,0.324,5,-11.938,1,0.0597,0.963,0.000154,0.156,0.282,173.983,3Ca34mFUBOXwWhWxfOsUv3,228741,3,solo,52,corridos tumbados
0.672,0.406,5,-8.361,1,0.0382,0.671,0.000258,0.308,0.909,155.722,43UQAAZQB9eVlZhdz5pnt1,173664,4,Me Estoy Enamorando - en Vivo,63,corrido
0.606,0.603,0,-5.788,1,0.0319,0.403,0.0,0.116,0.461,164.973,62PeKIJQiist979Q2GBrFc,235750,3,Estas En Mi Pasado,60,sad sierreno
0.383,0.544,0,-7.415,1,0.0319,0.458,0.0,0.298,0.413,175.059,3H5l8J3Jqxjz17l5T3r1hI,301642,3,Me Cansé,49,corrido
0.584,0.545,3,-8.559,0,0.0312,0.71,0.0,0.154,0.504,159.895,4At5UqkhN2soNreIhYdx5X,201750,3,Madrid,62,corrido
0.781,0.705,5,-4.3,1,0.0259,0.418,0.0,0.0771,0.84,137.997,0IWbhl9q9HISium2adh6h2,177420,3,Dejalo Ir,62,sad sierreno
0.743,0.586,2,-4.708,1,0.0308,0.0375,1.3e-05,0.1,0.233,124.978,0atD69P4fKr8nBUi1FXBzX,328982,4,Volveremos,59,corridos tumbados
0.431,0.43,9,-9.088,1,0.091,0.205,3.29e-05,0.174,0.531,179.861,6q2afTIs8vAZTgpgcFctK1,187250,3,Zaguf Roma,55,corrido
0.635,0.438,11,-8.668,1,0.0311,0.728,0.0,0.108,0.365,80.977,3NvmjLWLihMep2IXcm9TuF,135185,3,Despues De Ti,48,corridos tumbados
0.628,0.486,7,-6.6,1,0.0287,0.332,0.000311,0.0999,0.814,119.985,7vHICHFIVRi5lTMaAOPEoB,155280,4,No Tengo Escape,44,corrido
0.541,0.626,1,-6.717,0,0.0313,0.617,3.98e-06,0.299,0.547,144.993,7DODSQw9dsnwETuU1UtlSn,247367,3,Que Me Hiciste,43,sad sierreno
0.716,0.355,3,-10.634,1,0.0312,0.391,0.00458,0.095,0.273,123.122,1u25yYhSNY1PFOoc9kh1my,273340,4,Piensa,43,sad sierreno
0.6,0.439,0,-10.848,1,0.0354,0.422,8.04e-05,0.0751,0.858,144.739,1Ks6qonhq4VOzYvvFPmppi,149851,3,Tu Mirada,50,corrido
0.702,0.514,4,-8.843,0,0.0585,0.682,0.0,0.313,0.827,82.807,2xmH5KTkTsRWAxxHbXJkoL,168625,1,Diablo,58,corrido
0.646,0.451,9,-7.99,0,0.0378,0.361,3.8e-06,0.294,0.295,132.97,4A75U7EeJPMcY0e2k0AdRB,214805,4,Maldito Olvido,42,sad sierreno
0.353,0.5,4,-10.17,0,0.0303,0.358,3.61e-06,0.0919,0.581,84.592,6oM0BoUKb4m73WROmGimUj,180197,3,Tu Lindo Corazon,41,corridos tumbados
0.612,0.44,0,-5.894,1,0.034,0.762,2.56e-06,0.0858,0.683,133.872,0OPiOIAyw2FUjKm8PXBGhq,176459,4,Ya acabó - Con Becky G,72,corrido
0.683,0.388,2,-6.03,1,0.0292,0.837,0.0,0.181,0.836,137.197,5YCs2XXzIFHADPntqJ2jqv,219223,4,Lo Que Construimos,56,corrido
0.799,0.479,10,-9.871,0,0.056,0.00593,0.0,0.0967,0.309,101.285,6VeIZ7uUre0qageyX1dfBX,130375,4,Era El Único,52,corridos tumbados
0.359,0.523,8,-7.836,1,0.0352,0.372,0.0,0.52,0.324,95.829,3IMACfPG8wHaC6KccsyuUn,237190,5,Endless Summer,43,corrido
0.577,0.742,1,-2.371,1,0.0641,0.615,0.0,0.0802,0.833,174.981,0jR9yktMaTQcaCVWCkq6zV,138111,3,Reina De Mi Amor,40,sad sierreno
0.727,0.653,6,-5.594,0,0.0309,0.107,1.56e-06,0.118,0.797,107.951,7BVHWUOsmn3NcptPMpQ8vo,178272,4,Qué Te Pasó,43,corridos tumbados
