,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,popularity_scores,genre
74,0.348,0.45,1,-7.763,1,0.0345,0.138,0.0,0.26,0.245,87.409,audio_features,7J6nmPoXm6dIlVAIvSzUVp,spotify:track:7J6nmPoXm6dIlVAIvSzUVp,https://api.spotify.com/v1/tracks/7J6nmPoXm6dIlVAIvSzUVp,https://api.spotify.com/v1/audio-analysis/7J6nmPoXm6dIlVAIvSzUVp,222338,4,400 Trillion,37,
75,0.591,0.404,4,-6.225,1,0.0303,0.145,0.0,0.121,0.158,123.012,audio_features,1j80giaNMxcv21p4F0282W,spotify:track:1j80giaNMxcv21p4F0282W,https://api.spotify.com/v1/tracks/1j80giaNMxcv21p4F0282W,https://api.spotify.com/v1/audio-analysis/1j80giaNMxcv21p4F0282W,246000,4,Always (feat. Philippine),40,irish pop
76,0.673,0.729,0,-5.664,1,0.029,0.000983,0.000107,0.226,0.482,112.535,audio_features,2wJ1eOCIBwoQiN7xQtrTAY,spotify:track:2wJ1eOCIBwoQiN7xQtrTAY,https://api.spotify.com/v1/tracks/2wJ1eOCIBwoQiN7xQtrTAY,https://api.spotify.com/v1/audio-analysis/2wJ1eOCIBwoQiN7xQtrTAY,233588,4,GROWING UP IS _____,65,australian alternative pop
77,0.573,0.42,4,-7.725,1,0.0323,0.199,0.00161,0.248,0.356,83.036,audio_features,3PRdZK9wZhSr4GpbuJy4nC,spotify:track:3PRdZK9wZhSr4GpbuJy4nC,https://api.spotify.com/v1/tracks/3PRdZK9wZhSr4GpbuJy4nC,https://api.spotify.com/v1/audio-analysis/3PRdZK9wZhSr4GpbuJy4nC,165713,4,Prove Them Wrong,33,
78,0.369,0.332,11,-8.417,1,0.0313,0.793,2.06e-06,0.0958,0.184,111.03,audio_features,625zvGkOpwTNi4tZ54bdZH,spotify:track:625zvGkOpwTNi4tZ54bdZH,https://api.spotify.com/v1/tracks/625zvGkOpwTNi4tZ54bdZH,https://api.spotify.com/v1/audio-analysis/625zvGkOpwTNi4tZ54bdZH,128208,4,Selfish,23,australian alternative pop
79,0.227,0.193,7,-13.843,0,0.0397,0.484,0.00382,0.152,0.0457,109.404,audio_features,5PFocctYP4Rmzfbp6QXdrN,spotify:track:5PFocctYP4Rmzfbp6QXdrN,https://api.spotify.com/v1/tracks/5PFocctYP4Rmzfbp6QXdrN,https://api.spotify.com/v1/audio-analysis/5PFocctYP4Rmzfbp6QXdrN,295900,3,Organize - Organ version,9,aarhus indie
80,0.645,0.486,0,-7.299,1,0.0425,0.274,0.0,0.135,0.453,72.536,audio_features,2gA74HvN6NKFrhgzpd5oNE,spotify:track:2gA74HvN6NKFrhgzpd5oNE,https://api.spotify.com/v1/tracks/2gA74HvN6NKFrhgzpd5oNE,https://api.spotify.com/v1/audio-analysis/2gA74HvN6NKFrhgzpd5oNE,208187,4,Line By Line (feat. Maren Morris),61,alt z
81,0.431,0.349,7,-9.426,1,0.0325,0.434,7.02e-05,0.241,0.165,62.627,audio_features,6LL5S3DGrUJ6cZRuDefguP,spotify:track:6LL5S3DGrUJ6cZRuDefguP,https://api.spotify.com/v1/tracks/6LL5S3DGrUJ6cZRuDefguP,https://api.spotify.com/v1/audio-analysis/6LL5S3DGrUJ6cZRuDefguP,187027,3,Lie Again,63,pop
82,0.542,0.623,10,-5.245,0,0.0355,0.017,0.0,0.195,0.29,130.689,audio_features,3YX3I8UulsrmAvYoJl6vaZ,spotify:track:3YX3I8UulsrmAvYoJl6vaZ,https://api.spotify.com/v1/tracks/3YX3I8UulsrmAvYoJl6vaZ,https://api.spotify.com/v1/audio-analysis/3YX3I8UulsrmAvYoJl6vaZ,198490,4,Tears,31,
83,0.626,0.205,1,-14.857,1,0.0649,0.898,2.63e-05,0.109,0.266,137.851,audio_features,7tIRSB0M3SNbONrHngvvhW,spotify:track:7tIRSB0M3SNbONrHngvvhW,https://api.spotify.com/v1/tracks/7tIRSB0M3SNbONrHngvvhW,https://api.spotify.com/v1/audio-analysis/7tIRSB0M3SNbONrHngvvhW,172627,3,The Moon,25,norwegian indie
84,0.548,0.374,11,-11.114,1,0.0307,0.8,7.23e-06,0.173,0.123,126.009,audio_features,4XlUA0Yt5IN4aXccRzIB6a,spotify:track:4XlUA0Yt5IN4aXccRzIB6a,https://api.spotify.com/v1/tracks/4XlUA0Yt5IN4aXccRzIB6a,https://api.spotify.com/v1/audio-analysis/4XlUA0Yt5IN4aXccRzIB6a,171252,4,It Was You,42,
85,0.443,0.459,0,-8.955,1,0.074,0.546,1.05e-06,0.307,0.565,87.064,audio_features,27tDoZsybt3KvJWTDoW9id,spotify:track:27tDoZsybt3KvJWTDoW9id,https://api.spotify.com/v1/tracks/27tDoZsybt3KvJWTDoW9id,https://api.spotify.com/v1/audio-analysis/27tDoZsybt3KvJWTDoW9id,198371,5,Heartbreak Anniversary,64,pop
86,0.522,0.6,7,-4.832,1,0.0297,0.501,4.54e-06,0.141,0.301,131.914,audio_features,40F3Ai5tawsl29hdAWyTVi,spotify:track:40F3Ai5tawsl29hdAWyTVi,https://api.spotify.com/v1/tracks/40F3Ai5tawsl29hdAWyTVi,https://api.spotify.com/v1/audio-analysis/40F3Ai5tawsl29hdAWyTVi,230591,4,Say It Isn't So,8,modern funk
87,0.274,0.345,8,-6.715,1,0.0309,0.865,2.36e-06,0.12,0.218,68.639,audio_features,5uRv6CmkhdNoirnHEhqLPU,spotify:track:5uRv6CmkhdNoirnHEhqLPU,https://api.spotify.com/v1/tracks/5uRv6CmkhdNoirnHEhqLPU,https://api.spotify.com/v1/audio-analysis/5uRv6CmkhdNoirnHEhqLPU,187443,4,Place In Me,47,pop
88,0.389,0.543,8,-9.173,0,0.0431,0.0445,0.0,0.115,0.421,83.152,audio_features,7wnV2fCAoOMkFCMGFxUmsM,spotify:track:7wnV2fCAoOMkFCMGFxUmsM,https://api.spotify.com/v1/tracks/7wnV2fCAoOMkFCMGFxUmsM,https://api.spotify.com/v1/audio-analysis/7wnV2fCAoOMkFCMGFxUmsM,197746,4,Why Don't You Touch Me,48,modern blues
89,0.569,0.422,0,-5.856,1,0.0302,0.0296,0.0,0.0613,0.175,76.96,audio_features,2Ms8MDDtYBw7M3K5F3EqPX,spotify:track:2Ms8MDDtYBw7M3K5F3EqPX,https://api.spotify.com/v1/tracks/2Ms8MDDtYBw7M3K5F3EqPX,https://api.spotify.com/v1/audio-analysis/2Ms8MDDtYBw7M3K5F3EqPX,207068,4,Dumb Love,64,alt z
90,0.63,0.456,8,-8.285,1,0.0317,0.545,0.0,0.114,0.166,137.915,audio_features,7rdnB5DAyPbaj51TCQRcqW,spotify:track:7rdnB5DAyPbaj51TCQRcqW,https://api.spotify.com/v1/tracks/7rdnB5DAyPbaj51TCQRcqW,https://api.spotify.com/v1/audio-analysis/7rdnB5DAyPbaj51TCQRcqW,251440,3,It's You,71,singaporean pop
91,0.755,0.529,0,-6.066,0,0.0986,0.0834,2.77e-05,0.27,0.228,112.035,audio_features,0ABeME5fOK9X8dfqx6V98C,spotify:track:0ABeME5fOK9X8dfqx6V98C,https://api.spotify.com/v1/tracks/0ABeME5fOK9X8dfqx6V98C,https://api.spotify.com/v1/audio-analysis/0ABeME5fOK9X8dfqx6V98C,191463,4,Bitch (I Said It),56,alt z
92,0.503,0.269,0,-11.348,1,0.0382,0.853,3.79e-05,0.101,0.229,109.124,audio_features,57jS22tCk2xgFcsMwLrBLl,spotify:track:57jS22tCk2xgFcsMwLrBLl,https://api.spotify.com/v1/tracks/57jS22tCk2xgFcsMwLrBLl,https://api.spotify.com/v1/audio-analysis/57jS22tCk2xgFcsMwLrBLl,190427,4,Wait,34,alternative r&b
93,0.576,0.329,3,-12.454,0,0.0511,0.595,0.0,0.236,0.312,81.69,audio_features,2uly2KqqE2cL2fzxyMKnC6,spotify:track:2uly2KqqE2cL2fzxyMKnC6,https://api.spotify.com/v1/tracks/2uly2KqqE2cL2fzxyMKnC6,https://api.spotify.com/v1/audio-analysis/2uly2KqqE2cL2fzxyMKnC6,188281,3,my slime,30,indie r&b
94,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,audio_features,5ajjAnNRh8bxFvaVHzpPjh,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,https://api.spotify.com/v1/tracks/5ajjAnNRh8bxFvaVHzpPjh,https://api.spotify.com/v1/audio-analysis/5ajjAnNRh8bxFvaVHzpPjh,203385,3,Reckless,79,alt z
95,0.53,0.257,9,-15.104,1,0.0355,0.858,9.36e-05,0.111,0.268,81.883,audio_features,0YoTjK4DQV9lx6OBtOJPj7,spotify:track:0YoTjK4DQV9lx6OBtOJPj7,https://api.spotify.com/v1/tracks/0YoTjK4DQV9lx6OBtOJPj7,https://api.spotify.com/v1/audio-analysis/0YoTjK4DQV9lx6OBtOJPj7,213659,4,Somewhere Without Me,36,swedish pop
96,0.439,0.441,7,-8.044,1,0.0356,0.269,0.0,0.158,0.179,82.096,audio_features,2SY4ep4NQaArath0ze4gTg,spotify:track:2SY4ep4NQaArath0ze4gTg,https://api.spotify.com/v1/tracks/2SY4ep4NQaArath0ze4gTg,https://api.spotify.com/v1/audio-analysis/2SY4ep4NQaArath0ze4gTg,239180,4,Talking to Myself,40,neo soul
97,0.585,0.3,3,-10.859,1,0.0273,0.85,0.0917,0.175,0.222,134.8,audio_features,6l9Rqeu0WDz8ftzcMKVeOw,spotify:track:6l9Rqeu0WDz8ftzcMKVeOw,https://api.spotify.com/v1/tracks/6l9Rqeu0WDz8ftzcMKVeOw,https://api.spotify.com/v1/audio-analysis/6l9Rqeu0WDz8ftzcMKVeOw,229273,4,This Isn't the Way,7,
98,0.641,0.551,9,-6.165,1,0.0532,0.147,0.0,0.12,0.417,102.912,audio_features,0exZ0YogJPbjGzblpcZaw7,spotify:track:0exZ0YogJPbjGzblpcZaw7,https://api.spotify.com/v1/tracks/0exZ0YogJPbjGzblpcZaw7,https://api.spotify.com/v1/audio-analysis/0exZ0YogJPbjGzblpcZaw7,220891,4,September,63,pop
99,0.528,0.692,3,-5.422,1,0.0405,0.176,0.0,0.0927,0.202,142.881,audio_features,5r1OZrTjYsi6uu8qIBP6Jr,spotify:track:5r1OZrTjYsi6uu8qIBP6Jr,https://api.spotify.com/v1/tracks/5r1OZrTjYsi6uu8qIBP6Jr,https://api.spotify.com/v1/audio-analysis/5r1OZrTjYsi6uu8qIBP6Jr,194790,4,Sober,40,irish pop
0,0.669,0.382,0,-8.033,1,0.0332,0.411,0.0,0.0798,0.524,96.919,audio_features,1eg0I4UkEhDgaHYxpXXG26,spotify:track:1eg0I4UkEhDgaHYxpXXG26,https://api.spotify.com/v1/tracks/1eg0I4UkEhDgaHYxpXXG26,https://api.spotify.com/v1/audio-analysis/1eg0I4UkEhDgaHYxpXXG26,195619,4,Enemies,2,
1,0.57,0.371,6,-12.351,1,0.0667,0.857,0.0,0.0959,0.534,130.477,audio_features,02zkVbK2r3BaGMQGm4XPM5,spotify:track:02zkVbK2r3BaGMQGm4XPM5,https://api.spotify.com/v1/tracks/02zkVbK2r3BaGMQGm4XPM5,https://api.spotify.com/v1/audio-analysis/02zkVbK2r3BaGMQGm4XPM5,198267,4,The Good Parts,60,alt z
2,0.712,0.0784,4,-19.067,1,0.0544,0.739,0.0,0.107,0.642,121.443,audio_features,31fMJwgrgNdk1IbWZEchX2,spotify:track:31fMJwgrgNdk1IbWZEchX2,https://api.spotify.com/v1/tracks/31fMJwgrgNdk1IbWZEchX2,https://api.spotify.com/v1/audio-analysis/31fMJwgrgNdk1IbWZEchX2,150174,4,Love You Still (abcdefu romantic version),65,pop quebecois
3,0.3,0.493,6,-6.841,0,0.0322,0.491,0.0,0.382,0.22,77.967,audio_features,6VgwZIrbmxcmPOYgpuoBeq,spotify:track:6VgwZIrbmxcmPOYgpuoBeq,https://api.spotify.com/v1/tracks/6VgwZIrbmxcmPOYgpuoBeq,https://api.spotify.com/v1/audio-analysis/6VgwZIrbmxcmPOYgpuoBeq,215049,4,Carry It Well,63,australian pop
4,0.663,0.485,4,-7.713,1,0.0481,0.105,1e-06,0.123,0.238,83.02,audio_features,3usDvS3MpIFG2XtRWTdE4Z,spotify:track:3usDvS3MpIFG2XtRWTdE4Z,https://api.spotify.com/v1/tracks/3usDvS3MpIFG2XtRWTdE4Z,https://api.spotify.com/v1/audio-analysis/3usDvS3MpIFG2XtRWTdE4Z,201542,4,Growing Pains,34,uk pop
5,0.444,0.439,5,-8.784,0,0.0368,0.219,0.00208,0.105,0.152,156.133,audio_features,2lXpWg3gOIeH22d1UMhoiL,spotify:track:2lXpWg3gOIeH22d1UMhoiL,https://api.spotify.com/v1/tracks/2lXpWg3gOIeH22d1UMhoiL,https://api.spotify.com/v1/audio-analysis/2lXpWg3gOIeH22d1UMhoiL,234532,4,Noah (Stand Still),52,pop
6,0.445,0.367,0,-13.086,1,0.0452,0.761,0.075,0.0987,0.202,155.675,audio_features,0AjcdGri5vhJsmZnduCEqd,spotify:track:0AjcdGri5vhJsmZnduCEqd,https://api.spotify.com/v1/tracks/0AjcdGri5vhJsmZnduCEqd,https://api.spotify.com/v1/audio-analysis/0AjcdGri5vhJsmZnduCEqd,165592,4,October Passed Me By,77,bedroom pop
7,0.324,0.318,0,-7.792,1,0.0386,0.788,0.0,0.107,0.127,191.434,audio_features,4cM7wj6FKij1OHs3q61u0s,spotify:track:4cM7wj6FKij1OHs3q61u0s,https://api.spotify.com/v1/tracks/4cM7wj6FKij1OHs3q61u0s,https://api.spotify.com/v1/audio-analysis/4cM7wj6FKij1OHs3q61u0s,239113,4,complex,61,
8,0.552,0.335,2,-7.373,1,0.0351,0.858,0.0,0.118,0.202,102.093,audio_features,5KBUMLJdYdkCTJ57trZoPK,spotify:track:5KBUMLJdYdkCTJ57trZoPK,https://api.spotify.com/v1/tracks/5KBUMLJdYdkCTJ57trZoPK,https://api.spotify.com/v1/audio-analysis/5KBUMLJdYdkCTJ57trZoPK,168052,4,Through,21,
9,0.745,0.298,0,-8.448,1,0.0384,0.806,0.0,0.301,0.682,114.1,audio_features,3G1grqQlF2c59rXmAGIK6q,spotify:track:3G1grqQlF2c59rXmAGIK6q,https://api.spotify.com/v1/tracks/3G1grqQlF2c59rXmAGIK6q,https://api.spotify.com/v1/audio-analysis/3G1grqQlF2c59rXmAGIK6q,159625,4,Wildflower - Acoustic,40,alt z
10,0.425,0.406,2,-14.453,1,0.0604,0.839,0.0305,0.105,0.541,99.99,audio_features,1j88bwQJrp21uQfE7F3kJM,spotify:track:1j88bwQJrp21uQfE7F3kJM,https://api.spotify.com/v1/tracks/1j88bwQJrp21uQfE7F3kJM,https://api.spotify.com/v1/audio-analysis/1j88bwQJrp21uQfE7F3kJM,203467,4,Not Ideal,34,
11,0.661,0.204,5,-11.908,1,0.0318,0.59,4.6e-05,0.369,0.224,121.834,audio_features,4wZlPWevkIrsHo4Wr5oIRt,spotify:track:4wZlPWevkIrsHo4Wr5oIRt,https://api.spotify.com/v1/tracks/4wZlPWevkIrsHo4Wr5oIRt,https://api.spotify.com/v1/audio-analysis/4wZlPWevkIrsHo4Wr5oIRt,283913,4,Currents,37,folktronica
12,0.772,0.174,5,-15.6,1,0.0474,0.668,0.0,0.317,0.722,133.981,audio_features,3BpEI4vjCFvblmJIKj1ygx,spotify:track:3BpEI4vjCFvblmJIKj1ygx,https://api.spotify.com/v1/tracks/3BpEI4vjCFvblmJIKj1ygx,https://api.spotify.com/v1/audio-analysis/3BpEI4vjCFvblmJIKj1ygx,162929,4,Buzz Cut,25,
13,0.592,0.324,5,-14.708,1,0.0476,0.909,0.000101,0.1,0.394,124.142,audio_features,1O2P4wYlTnQ44osWR5KABJ,spotify:track:1O2P4wYlTnQ44osWR5KABJ,https://api.spotify.com/v1/tracks/1O2P4wYlTnQ44osWR5KABJ,https://api.spotify.com/v1/audio-analysis/1O2P4wYlTnQ44osWR5KABJ,183871,4,perfect,50,alt z
14,0.609,0.397,9,-10.36,0,0.0716,0.486,0.036,0.358,0.791,144.721,audio_features,0kSc9NDWMOd4FgY9pLtC25,spotify:track:0kSc9NDWMOd4FgY9pLtC25,https://api.spotify.com/v1/tracks/0kSc9NDWMOd4FgY9pLtC25,https://api.spotify.com/v1/audio-analysis/0kSc9NDWMOd4FgY9pLtC25,260000,4,portrait of a dog,27,experimental r&b
15,0.562,0.883,1,-2.538,0,0.0448,0.0546,0.0,0.383,0.726,119.081,audio_features,2oedUBDUmEwbmNnC2HJJn8,spotify:track:2oedUBDUmEwbmNnC2HJJn8,https://api.spotify.com/v1/tracks/2oedUBDUmEwbmNnC2HJJn8,https://api.spotify.com/v1/audio-analysis/2oedUBDUmEwbmNnC2HJJn8,214773,4,Don't Play That Song,56,classic rock
16,0.395,0.354,9,-7.635,1,0.0444,0.933,0.0,0.102,0.247,165.95,audio_features,36jMu03qVcjYAccvQLmAMR,spotify:track:36jMu03qVcjYAccvQLmAMR,https://api.spotify.com/v1/tracks/36jMu03qVcjYAccvQLmAMR,https://api.spotify.com/v1/audio-analysis/36jMu03qVcjYAccvQLmAMR,166874,4,The Best Is Yet to Come,71,indie anthem-folk
17,0.544,0.403,11,-4.214,0,0.0292,0.885,2.18e-06,0.105,0.212,122.869,audio_features,6jgDBaX7ZxirvxpvCRpiaN,spotify:track:6jgDBaX7ZxirvxpvCRpiaN,https://api.spotify.com/v1/tracks/6jgDBaX7ZxirvxpvCRpiaN,https://api.spotify.com/v1/audio-analysis/6jgDBaX7ZxirvxpvCRpiaN,187333,4,Living Without You - Acoustic,49,dance pop
18,0.734,0.615,4,-8.184,1,0.0375,0.741,2.56e-05,0.112,0.873,118.036,audio_features,5vSCx5P8XF7dqRVhH8bRuX,spotify:track:5vSCx5P8XF7dqRVhH8bRuX,https://api.spotify.com/v1/tracks/5vSCx5P8XF7dqRVhH8bRuX,https://api.spotify.com/v1/audio-analysis/5vSCx5P8XF7dqRVhH8bRuX,218560,4,Échapper à la nuit,31,french indie folk
19,0.615,0.468,4,-6.627,1,0.0307,0.758,3.67e-05,0.153,0.16,104.965,audio_features,4JsBoeRKQTEKKT98uo4jOu,spotify:track:4JsBoeRKQTEKKT98uo4jOu,https://api.spotify.com/v1/tracks/4JsBoeRKQTEKKT98uo4jOu,https://api.spotify.com/v1/audio-analysis/4JsBoeRKQTEKKT98uo4jOu,201237,4,Til U Hate Me - Acoustic,36,indie electropop
20,0.66,0.689,11,-4.92,0,0.0287,0.375,1.65e-05,0.131,0.338,113.955,audio_features,6rjuwOVEHUAVBlzSM7lEZh,spotify:track:6rjuwOVEHUAVBlzSM7lEZh,https://api.spotify.com/v1/tracks/6rjuwOVEHUAVBlzSM7lEZh,https://api.spotify.com/v1/audio-analysis/6rjuwOVEHUAVBlzSM7lEZh,214885,4,Dance All Over Me - Acoustic,45,folk-pop
21,0.573,0.17,11,-10.576,1,0.0555,0.834,3.08e-06,0.108,0.28,146.749,audio_features,7fkxcbBBsV7keJPnNfNf2L,spotify:track:7fkxcbBBsV7keJPnNfNf2L,https://api.spotify.com/v1/tracks/7fkxcbBBsV7keJPnNfNf2L,https://api.spotify.com/v1/audio-analysis/7fkxcbBBsV7keJPnNfNf2L,187813,3,How Could You,75,alt z
22,0.507,0.297,2,-8.718,1,0.0325,0.714,0.0,0.121,0.275,135.458,audio_features,5ep531sdSh1yZ3jwwWHudM,spotify:track:5ep531sdSh1yZ3jwwWHudM,https://api.spotify.com/v1/tracks/5ep531sdSh1yZ3jwwWHudM,https://api.spotify.com/v1/audio-analysis/5ep531sdSh1yZ3jwwWHudM,210789,4,Butterfly,22,lovers rock
23,0.351,0.41,2,-8.66,1,0.0327,0.494,0.44,0.131,0.129,125.995,audio_features,3JtVtwLYCy9WXcHLQyzRnl,spotify:track:3JtVtwLYCy9WXcHLQyzRnl,https://api.spotify.com/v1/tracks/3JtVtwLYCy9WXcHLQyzRnl,https://api.spotify.com/v1/audio-analysis/3JtVtwLYCy9WXcHLQyzRnl,222026,4,Swan Upon Leda,68,irish singer-songwriter
24,0.63,0.586,2,-10.145,1,0.0304,0.127,0.183,0.0713,0.667,125.82,audio_features,6JK5eyT4WJQBaKZv3q2M4V,spotify:track:6JK5eyT4WJQBaKZv3q2M4V,https://api.spotify.com/v1/tracks/6JK5eyT4WJQBaKZv3q2M4V,https://api.spotify.com/v1/audio-analysis/6JK5eyT4WJQBaKZv3q2M4V,262127,4,Emma Lee - Live,10,
25,0.746,0.45,0,-8.649,1,0.0504,0.142,0.0,0.102,0.11,129.938,audio_features,1nSbS97RaTSBF0ouJyoXM5,spotify:track:1nSbS97RaTSBF0ouJyoXM5,https://api.spotify.com/v1/tracks/1nSbS97RaTSBF0ouJyoXM5,https://api.spotify.com/v1/audio-analysis/1nSbS97RaTSBF0ouJyoXM5,179945,4,something worth working on,47,electropop
26,0.763,0.313,1,-11.394,1,0.0381,0.914,0.000169,0.109,0.631,115.004,audio_features,4NgOFLmiXjPCJPJgceUBGK,spotify:track:4NgOFLmiXjPCJPJgceUBGK,https://api.spotify.com/v1/tracks/4NgOFLmiXjPCJPJgceUBGK,https://api.spotify.com/v1/audio-analysis/4NgOFLmiXjPCJPJgceUBGK,155276,4,These Are The Good Old Days,35,alternative country
27,0.527,0.307,9,-9.13,0,0.0346,0.748,0.0,0.275,0.464,124.081,audio_features,0YxES5rxxBMCBdpZGVprhz,spotify:track:0YxES5rxxBMCBdpZGVprhz,https://api.spotify.com/v1/tracks/0YxES5rxxBMCBdpZGVprhz,https://api.spotify.com/v1/audio-analysis/0YxES5rxxBMCBdpZGVprhz,218057,5,Echo - Acoustic,20,canadian folk
28,0.309,0.27,7,-7.57,1,0.0377,0.815,0.0,0.128,0.257,177.525,audio_features,0nJ45pXl338fUfCmFkZMtx,spotify:track:0nJ45pXl338fUfCmFkZMtx,https://api.spotify.com/v1/tracks/0nJ45pXl338fUfCmFkZMtx,https://api.spotify.com/v1/audio-analysis/0nJ45pXl338fUfCmFkZMtx,225284,4,Invincible,31,
29,0.308,0.314,2,-9.959,1,0.043,0.715,0.000151,0.161,0.19,138.294,audio_features,3W06q3LJ9wzSfYdWWDfWeQ,spotify:track:3W06q3LJ9wzSfYdWWDfWeQ,https://api.spotify.com/v1/tracks/3W06q3LJ9wzSfYdWWDfWeQ,https://api.spotify.com/v1/audio-analysis/3W06q3LJ9wzSfYdWWDfWeQ,340030,4,12,25,
30,0.488,0.303,0,-11.315,1,0.0269,0.511,1.95e-06,0.103,0.276,72.374,audio_features,1vqCokYDWr2AczAWLtKIGf,spotify:track:1vqCokYDWr2AczAWLtKIGf,https://api.spotify.com/v1/tracks/1vqCokYDWr2AczAWLtKIGf,https://api.spotify.com/v1/audio-analysis/1vqCokYDWr2AczAWLtKIGf,190000,4,He Thinks That I'm an Angel - With Chilly Gonzales,27,proto-hyperpop
31,0.637,0.462,0,-6.309,1,0.028,0.512,0.0,0.107,0.415,114.94,audio_features,7LMR7luX7Mf9YPsOX8hLvK,spotify:track:7LMR7luX7Mf9YPsOX8hLvK,https://api.spotify.com/v1/tracks/7LMR7luX7Mf9YPsOX8hLvK,https://api.spotify.com/v1/audio-analysis/7LMR7luX7Mf9YPsOX8hLvK,208240,4,Hood of That Car - Piano Version,38,contemporary country
32,0.459,0.14,11,-10.095,1,0.0341,0.675,0.0,0.104,0.274,132.747,audio_features,0fgb9XN0RUp5phN8UADvsP,spotify:track:0fgb9XN0RUp5phN8UADvsP,https://api.spotify.com/v1/tracks/0fgb9XN0RUp5phN8UADvsP,https://api.spotify.com/v1/audio-analysis/0fgb9XN0RUp5phN8UADvsP,218040,1,Colours Of You,33,alt z
33,0.351,0.355,5,-8.772,1,0.0286,0.874,6.29e-06,0.0997,0.17,77.248,audio_features,3DpxSpi0jot0XH73uZmlul,spotify:track:3DpxSpi0jot0XH73uZmlul,https://api.spotify.com/v1/tracks/3DpxSpi0jot0XH73uZmlul,https://api.spotify.com/v1/audio-analysis/3DpxSpi0jot0XH73uZmlul,227839,3,Dangerous,65,alt z
34,0.493,0.607,0,-7.037,1,0.0541,0.637,0.0,0.0921,0.59,132.213,audio_features,6UcfBPUiBB7ZeQQkwZ8OF5,spotify:track:6UcfBPUiBB7ZeQQkwZ8OF5,https://api.spotify.com/v1/tracks/6UcfBPUiBB7ZeQQkwZ8OF5,https://api.spotify.com/v1/audio-analysis/6UcfBPUiBB7ZeQQkwZ8OF5,174387,4,KEEP IT TO YOURSELF,58,alt z
35,0.62,0.874,10,-7.983,1,0.0336,0.31,0.0,0.137,0.853,144.986,audio_features,7zahUCp8Ejhtr7ApgipxWb,spotify:track:7zahUCp8Ejhtr7ApgipxWb,https://api.spotify.com/v1/tracks/7zahUCp8Ejhtr7ApgipxWb,https://api.spotify.com/v1/audio-analysis/7zahUCp8Ejhtr7ApgipxWb,195967,4,Dancing in the Dark,28,canadian rock
36,0.534,0.441,11,-7.071,1,0.0362,0.525,0.0,0.258,0.113,140.137,audio_features,4i7mcbkECX4kqRvfjbBGQz,spotify:track:4i7mcbkECX4kqRvfjbBGQz,https://api.spotify.com/v1/tracks/4i7mcbkECX4kqRvfjbBGQz,https://api.spotify.com/v1/audio-analysis/4i7mcbkECX4kqRvfjbBGQz,188074,4,not my job anymore,67,alt z
37,0.392,0.47,3,-8.596,1,0.0284,0.637,4.64e-05,0.0945,0.205,78.314,audio_features,0UskdLSFEqspr1gMKADP27,spotify:track:0UskdLSFEqspr1gMKADP27,https://api.spotify.com/v1/tracks/0UskdLSFEqspr1gMKADP27,https://api.spotify.com/v1/audio-analysis/0UskdLSFEqspr1gMKADP27,228067,4,Driving Around,13,calgary indie
38,0.503,0.327,10,-10.079,1,0.0331,0.812,0.000597,0.109,0.195,103.445,audio_features,55yU2X0SZI3KFEz7B4YsMd,spotify:track:55yU2X0SZI3KFEz7B4YsMd,https://api.spotify.com/v1/tracks/55yU2X0SZI3KFEz7B4YsMd,https://api.spotify.com/v1/audio-analysis/55yU2X0SZI3KFEz7B4YsMd,171714,4,Something I Hate,55,alt z
39,0.401,0.408,0,-11.6,1,0.0335,0.689,0.00409,0.979,0.233,80.108,audio_features,6vWuzvJ9Aw4H0OqfHhUA3A,spotify:track:6vWuzvJ9Aw4H0OqfHhUA3A,https://api.spotify.com/v1/tracks/6vWuzvJ9Aw4H0OqfHhUA3A,https://api.spotify.com/v1/audio-analysis/6vWuzvJ9Aw4H0OqfHhUA3A,453373,3,Hallelujah (Live at Glastonbury),35,canadian singer-songwriter
40,0.5,0.373,0,-6.191,1,0.0335,0.602,0.0,0.137,0.158,118.943,audio_features,5b6enCVP67LsqqrfTs6rxr,spotify:track:5b6enCVP67LsqqrfTs6rxr,https://api.spotify.com/v1/tracks/5b6enCVP67LsqqrfTs6rxr,https://api.spotify.com/v1/audio-analysis/5b6enCVP67LsqqrfTs6rxr,184167,4,Goodbye,64,alt z
41,0.545,0.137,7,-14.803,1,0.0421,0.782,0.0,0.125,0.621,155.179,audio_features,43klOCoUcqtkNWCqQQvh9W,spotify:track:43klOCoUcqtkNWCqQQvh9W,https://api.spotify.com/v1/tracks/43klOCoUcqtkNWCqQQvh9W,https://api.spotify.com/v1/audio-analysis/43klOCoUcqtkNWCqQQvh9W,168771,4,everyone at this party,56,dance pop
42,0.603,0.635,0,-6.711,1,0.0567,0.369,0.0,0.0613,0.228,129.782,audio_features,1XzBkGMqeenkz0x0ROXHZK,spotify:track:1XzBkGMqeenkz0x0ROXHZK,https://api.spotify.com/v1/tracks/1XzBkGMqeenkz0x0ROXHZK,https://api.spotify.com/v1/audio-analysis/1XzBkGMqeenkz0x0ROXHZK,227260,4,I Wanted My Heart to Break,47,
